product name,asin,brand name,mrp,sale price,discount percentage,product description,date first available,number of reviews,seller name
THE LITTLE LOOKERSÂ® Anti Pollution Dust Face Mask Washable Reusable PM 2.5 with Breathing Valve for Kids/Adults Pack of 2,B081JN4Y63,THE LITTLE LOOKERS,,,,The PM 2.5 masks are specially designed to protect the user from probable respiratory ailments and allergies originating from the polluted air in the cities and common allergens like pollen in the environment. These masks have a 3 layer filter media which ensures the best protection. The masks come with a valve for moisture release which reduces stuffiness and heat build up to ensure wearer comfort for longer hours. These ergonomically designed masks with special comfort features like skin-friendly lining soft cotton ear bands premium nose pad for better seal and comfort and soft adjustable nose clips make them one of the best masks to wear for extended hours even in hot and humid conditions.,14-11-19 0:00,3,
Anti pollution and Virus Control 3 Layer Mask for men women - Pack of 5,B085LB2GZY,ALGRADE,499,218,56%,Our environment are full of dust haze vehicle exhaust air pollution and the dust mask can keep you from 98% dust dirt pollen allergens fumes or particulates that effect you breath in the air. Specification Uses: Running cycling riding motorcycle woodworking lawn mowing and other outdoor activities.,05-03-20 0:00,0,ALGRADE FASHION
Aksvita Face Mouth Mask for Medical Dental Anti-Dust Virus Protection and Respirator Face Mouth Mask for Medical Dental Anti-Dust Anti-Pollution Virus Protection and Respirator Mask Set Of 2,B085LD2JGR,Aksvita,499,249,50%,Being the fastest growing manufacturer and supplier in Health & Pharmaceutical industry in India Safety Meditex gaining huge popularity Which provides diverse products of Disposable & Surgical Item.,06-03-20 0:00,0,Aksan fashion
Anti Pollution face mask for men women and child N95 Type Reusable mask always keep you clean and protective menwomen kidsetc easy to use air purifier 20,B085MCD3GR,ANY DESIGNER,30000,9999,67%,,06-03-20 0:00,0,Any DesignerÂ®
Antil's Disposable 3ply Surgical Elastic Face Mask Pack of 30,B085LPRZTB,Antil's,,,,This Face mask is very innovative which has high filtration efficiency can easily filter dust gases pollution and other organic vapors thus protects from various respiratory problems or breathing allergies. It comes with soft nose clip and elastic straps so suitable for many face sizes. The exhalation valves are provided to flow out the exhaled air for easy breathing. It is washable and reusable. Filter can be easily replaced when needed. Recommended for people having respiratory problems and breathing allergies. It is compact suitably designed so easy to carry and store. Effectively protects from the vehicular pollution and dust on the roads.,07-03-20 0:00,0,
Magnum Flat Fold Respirator with NIOSH N95 Certification Pack of 10,B085LKDMDF,Magnum,4000,2999,25%,N95 Anti Pollution Nose Mask Respirators offer the same great protection as the original. N95 Anti Pollution Nose Mask but with the addition of the CoolFlow Exhalation Valve for extra comfort! These N95 masks are a high quality N95 Anti Pollution Nose Mask respirator featuring lightweight construction for greater worker comfort and increased wear time. The N95 masks has a cushioned adjustable nose clip that helps provide a custom fit and secure seal. Allergy-free fuss-free. The N95 Surgical Respirator is latex PVC and silicone free which makes this a viable option for people with sensitivities to these materials. These respirators are disposable which means thereâ€™s no fuss to disinfect them before use. Additional Features: Lint free seal; Multi layer; Adjustor beads; Anti clogging;,06-03-20 0:00,0,Cloudtail India
Magnum Flat Fold Respirator with NIOSH N95 Certification Pack of 5,B085LJMWJ1,Magnum,2000,1499,25%,N95 Anti Pollution Nose Mask Respirators offer the same great protection as the original. N95 Anti Pollution Nose Mask but with the addition of the CoolFlow Exhalation Valve for extra comfort! These N95 masks are a high quality N95 Anti Pollution Nose Mask respirator featuring lightweight construction for greater worker comfort and increased wear time. The N95 masks has a cushioned adjustable nose clip that helps provide a custom fit and secure seal. Allergy-free fuss-free. The N95 Surgical Respirator is latex PVC and silicone free which makes this a viable option for people with sensitivities to these materials. These respirators are disposable which means thereâ€™s no fuss to disinfect them before use. Additional Features: Lint free seal; Multi layer; Adjustor beads; Anti clogging;,06-03-20 0:00,0,Cloudtail India
3M PSD 9000 ING Anti Pollution Mask and Respirator Black - Pack of 12,B07X1WHN9K,3M,,,,3M 9000ing foldable dust or mist particulate respirator disposable foldable twin strap nose clip. The 3M 9000ing is composed of three layers of filters. The outermost layer filters out the largest dust particles the innermost layer preserves the respirator's shape and the middle layer is composed of electrostatic filter media. It has the ability of these respirators to filter above 90 percent of 0. 3-Micron particulate dusts. (Scientific research has proven that for all dust particles sizes 0. 3 Micron dust are the most difficult to filter effectively) cup shape design with aluminum nose clip neoprene elastic band. Features: filtering efficiency ranging 80 percent when tested against 0. 3-Micron sodium chloride particle can be folded when not in use slipped easily into the pocket. As or nz approval p1 class of filtering efficiency cli tested specification application: personal protection against dust. Make: 3M india size: universal. Packing: poly bag (for orders less than 50 pieces) carton for bulk packing contains 50 pieces per pack. Colour: gray. Material: non woven fabric with neoperene strap and aluminum nose clip. Approvals: meets as or nzs 1716-1994-p1. Use for: mechanically generated dusts mists from processing minerals including coal iron ore silica cotton flour wood dusts masonry dusts metal particles and other substances in concentration upto ten times the occupational exposure limit.,20-08-18 0:00,18,
SanNap Disposable 3 Ply Pollution Mask Surgical Face Mask with Earloop Great for Air Pollution Virus Pack of 10,B085M91SQD,SanNap,699,349,50%,SanNap 3 Ply Disposable Face Mask with is designed to help provide quality reliable respiratory protection. It uses a variety of features to meet your respiratory protection and comfort needs. Use SanNap Anti-Pollution Disposable 3 Ply Face Mask for protection against dust odors pollen and toxins.,06-03-20 0:00,0,SanNap Healthcare
Om fab V44+Standard comfort Disposable Pollution/Surgical Elastic Mask Surgical Face Mask with Earloop Great for Air Pollution Virus. 50,B085GM64X7,OM FAB,,,,IND mask covers the userâ€™s nose and mouth and provides a physical barrier to fluids and particulate materials. The surgical masks referenced in this guidance document include masks that are labeled as a surgical laser isolation dental or medical procedure masks with or without a face shield.,11-02-20 0:00,0,
Cuffshield Surgeon/Doctor/Medical Cap Pack of 100 pcs Disposable Non Woven Quality,B081LJQZ3P,CUFF- SHIELD,,,,Disposable Surgeon Caps that are made from non woven material ensure safety from dust particles an accompaniment to the surgical gown which covers the head of members of the surgical team; the object is to avoid contamination of the wound.The high performance caps provide maximum protection to the environment from hair bacteria and microorganisms while remaining cool and breathable to the user.,16-11-19 0:00,1,
Pollution Safe Reusable PM 2.5 N95 4 Layered Filtration Anti Pollution and Anti Dust Mask for Men and Women White Pack of 3,B0851YGTDF,Pollution Safe,,,,Due to a drastic increase of vehicles on the street pollution is definitely a major concern. The air quality index remains high all year round which is leading to serious breathing problems especially for people suffering from respiratory diseases. Pollution shouldn't be a hurdle between you and your running life. With the pollution safe dust mask you can breathe better and safe. The N95 Anti-Dust Face Mask filters out 95% of the toxins present in the air with the help of the 5 layers present in the mask. N95 Grade Masks are more favorable than N99 masks due to their longevity. Though N99 masks filter out 4% more polluted particles but breathing with the N95 mask is better and less resistant by 50%. It means you can wear the N95 mask for a longer duration without feeling suffocated. People over 60 pregnant ladies and children are especially advised to wear N95 pollution masks. The government recommends N95 filter class especially for those mask wearers who are young active or have impaired lung function.,21-02-20 0:00,17,
Excel Impex Disposable Ear loop Medical Face Masks| 2 Ply Disposable Air Pollution Face Mask| Surgical face mask| Two Layer Non-Woven- pack of 5,B085MDH168,EXCEL IMPEX,499,255,49%,Excel Impex brings you disposable medical face masks to protect against virus dust fluids germs and weather etc. Perfect mask when travelling through congested airports bus terminals malls parks and busy city streets. Bacterial Filtration Efficiency (BFE) is Greater than 99%. Extra-soft Microfiber Breathable Fluid Resistant Pleated Extra comfort Filters dust pollen bacteria. Extra-soft ear loops eliminate pressure to the ears. Sensitive inner layer made of soft facial tissue no dye no chemical gentle to the skin. Latex free fiberglass free. Suitable and applicable for every situation for gardening painting construction nail salons dental uses and people with allergies. Embedded nose clip is easy to make the mask comfortably attached to the nose bridge high elastic head loops pose spread the press make wearing a mask comfortable.,03-06-18 0:00,0,Excel Impex.
